"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"Horizon Europe Guarantee","10092250","UNIVERSITY COLLEGE LONDON",,"EU-Funded","Machell","Giles","","",,,,"","HouseInc - Inclusive, Affordable and Sustainable Housing for Marginalized Communities","01/02/2024","31/01/2027","311283",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10092250","8362868F-98D6-44D9-957E-8181F0CA42CF","240CEBFD-1052-4EAC-88DF-D88A163D61C8","87E66FA8-E664-4076-9773-15536DB066DF","4C091169-4BF9-4B9D-93E8-6A7C594A01F6"
"Horizon Europe Guarantee","10062626","UNIVERSITY COLLEGE LONDON",,"EU-Funded","Machell","Giles","","",,,,"","AGILE - AGnostic risk management for high Impact Low probability Events","30/09/2023","29/09/2027","664034",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10062626","5E732B7E-9745-491F-B24B-813AD91088EB","240CEBFD-1052-4EAC-88DF-D88A163D61C8","87E66FA8-E664-4076-9773-15536DB066DF","4C091169-4BF9-4B9D-93E8-6A7C594A01F6"
"Horizon Europe Guarantee","10084279","UNIVERSITY OF GLASGOW",,"EU-Funded","Gallagher","Brian","","",,,,"","CLARUS : Building clarity and preventing bias in digital forensic examination, interorganisational communication and interaction","01/11/2023","31/10/2026","146522",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10084279","EB5A436E-AF35-4674-BA2A-80FF3E6E531C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","3C26DF17-881E-4E2A-B8D9-7499CE0F79C1","C005F9E3-5DF3-4427-BB8E-E6D7F9697D58"
"Horizon Europe Guarantee","10098316","UNIVERSITY COLLEGE LONDON",,"EU-Funded","Machell","Giles","","",,,,"","SPIKEPro - SPIKING PHOTONIC-ELECTRONIC IC FOR QUICK AND EFFICIENT PROCESSING","01/03/2024","29/02/2028","540951",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10098316","F34037BE-9F5B-4C57-83FA-80CA8EC9F98D","240CEBFD-1052-4EAC-88DF-D88A163D61C8","87E66FA8-E664-4076-9773-15536DB066DF","4C091169-4BF9-4B9D-93E8-6A7C594A01F6"
"Horizon Europe Guarantee","EP/Y037162/1","University of Cambridge","Pure Maths and Mathematical Statistics","Research Grant","Ranganathan","Dhruv","","",,,,"","Logarithmic enumerative geometry and moduli spaces","31/05/2024","30/05/2029","965289",,"East of England","Active","http://gtr.ukri.org/projects?ref=EP/Y037162/1","A4DDFC42-A693-4D5E-AA8E-800888148C5C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","8C59383D-467C-4A3E-AF65-4B3F82FD1E27","50826646-20FD-464A-8332-0D1C4E6EEB33"
"Horizon Europe Guarantee","EP/X03769X/1","University of Liverpool","Material, Design & Manufacturing Eng","Research Grant","Mehdi","Beata Layla","","",,,,"","Multi- Scale Quantitative Imaging of Dynamic Processes in Beyond-Li-ion Nanobatteries","08/01/2023","07/01/2028","1557188",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/X03769X/1","FCB5589A-5C12-4538-968E-7F92637679F8","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CE1E540C-192A-4906-A744-796BA2B220A8","91BAE35F-6674-46A7-B716-2C25F036C2DA"
"Horizon Europe Guarantee","10108568","LANCASTER UNIVERSITY",,"EU-Funded","Research Support","Post Award","","",,,,"","In-Touch: Implementation of a person-centered palliative care iNtervention To imprOve comfort, QUality of Life and social engagement of people with advanced dementia in Care Homes","01/01/2024","31/12/2028","636175",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10108568","7F84F3B4-99B7-4883-B6E8-804A8A350CC3","240CEBFD-1052-4EAC-88DF-D88A163D61C8","792035D9-F030-45DE-81E9-C6A79A0F0C9F","46AADF48-537B-43F2-A778-FDF8F925B16A"
"Horizon Europe Guarantee","10047693","ENVIRONMENT AGENCY",,"EU-Funded","Sallach","Brett","","",,,,"","Partnership for the Assessment of Risks from Chemicals","30/04/2022","29/04/2029","77975",,"West Midlands","Active","http://gtr.ukri.org/projects?ref=10047693","BE8517DE-0CEC-46CA-8F3F-811B12BD57C1","240CEBFD-1052-4EAC-88DF-D88A163D61C8","943F11F1-4CAF-44A7-BD77-A92FD7944F29","33A152DA-E7AE-400E-9CEF-2ACE0E44C303"
"Horizon Europe Guarantee","10049469","UNIVERSITY COLLEGE LONDON",,"EU-Funded","Machell","Giles","","",,,,"","MEDiate: Multi-hazard and risk informed system for Enhanced local and regional Disaster risk management","30/09/2022","29/09/2025","393630",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10049469","0F1FCD94-F614-4106-A5CC-838F41AA0CFB","240CEBFD-1052-4EAC-88DF-D88A163D61C8","87E66FA8-E664-4076-9773-15536DB066DF","4C091169-4BF9-4B9D-93E8-6A7C594A01F6"
"Horizon Europe Guarantee","10064666","CARBON CAPTURE MACHINE (UK) LTD",,"EU-Funded","Scott","Lance","","",,,,"","Retrofitting towards climate neutrality: Green Marine","01/02/2023","31/01/2027","738913",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10064666","9511558F-C5CC-41F9-BFED-7FDB0F04690C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","4D8C2ED8-7567-4E15-94D7-EECC1608CF8A","B7814862-B8B3-46AF-8808-4872C7B64AC7"
"Horizon Europe Guarantee","10089807","SHEFFIELD HALLAM UNIVERSITY",,"EU-Funded","Di Nuovo","Alessandro","","",,,,"","Performance in Robot Interaction via Mental Imagery (PRIMI)","01/11/2023","31/12/2027","1186321",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10089807","952D211D-38AE-4FA3-9394-7F65D1C5D297","240CEBFD-1052-4EAC-88DF-D88A163D61C8","5F8915AC-8108-45EC-817D-E0123EFD9E9E","62EB5536-FFFA-43F5-8D22-AE40FF7FCD36"
"Horizon Europe Guarantee","10038788","QUEEN'S UNIVERSITY OF BELFAST",,"EU-Funded","THEODORIDOU","KATERINA","","",,,,"","Re-Livestock - Facilitating Innovations for Resilient Livestock Farming Systems","31/08/2022","30/08/2027","480354",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10038788","C9D1A1D6-F603-4987-869F-805F094AFC03","240CEBFD-1052-4EAC-88DF-D88A163D61C8","535B6C8C-18A6-415F-B960-75EE16BAA649","C2AE4E1C-C50B-444A-9FBF-704F2B6B7493"
"Horizon Europe Guarantee","10065248","THE BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL",,"EU-Funded","Shuttleworth","Tim","","",,,,"","EMPHASIS-GO: Bringing Emphasis to Operation: European Infrastructure for Multi-Scale Plant Phenomics and Simulation for Food Security in a Changing Climate","01/11/2022","31/10/2025","61188",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10065248","CB0CCF8B-5D0D-4B82-9866-80A40E9ED1A9","240CEBFD-1052-4EAC-88DF-D88A163D61C8","FB7B9DBC-7E8E-4CBD-B712-5F52789F233C","C497EC3D-4B1C-4587-B514-D131352313C8"
"Horizon Europe Guarantee","10083481","UNIVERSITY OF GLASGOW",,"EU-Funded","Galloway","Joe","","",,,,"","Integration and Harmonization of Logistics Operations","31/05/2023","30/05/2026","262270",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10083481","25870980-948A-444F-8810-8267DDF058A7","240CEBFD-1052-4EAC-88DF-D88A163D61C8","3C26DF17-881E-4E2A-B8D9-7499CE0F79C1","B217A2AC-57B2-465B-99A0-C3C14D5FF26D"
"Horizon Europe Guarantee","10038713","UKRI BRITISH GEOLOGICAL SURVEY",,"EU-Funded","Rochelle","Chris","","",,,,"","CRM-GEOTHERMAL: RAW MATERIALS FROM GEOTHERMAL FLUIDS: OCCURRENCE, ENRICHMENT, EXPLOITATION","30/04/2022","29/04/2026","366728",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10038713","AFB702AF-D3D1-4CC0-9744-7F6CFEAE0B08","240CEBFD-1052-4EAC-88DF-D88A163D61C8","D96FF8B4-3D49-4DAC-A461-DCEF9040B353","48B5428C-524A-4760-AECA-EAF65D0FF19F"
"Horizon Europe Guarantee","10098690","SCOTTISH POLICE AUTHORITY",,"EU-Funded","Crane","James","","",,,,"","Clarus","01/11/2023","31/10/2026","139110",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10098690","F0EB4C37-85EB-495F-89D5-8083BF37B37E","240CEBFD-1052-4EAC-88DF-D88A163D61C8","21FDDF6E-CE27-46FA-8C45-C1E9A5C6D902","A72A0C1B-A8A3-4668-9A5C-476B28A0B851"
"Horizon Europe Guarantee","EP/X025004/1","University of Manchester","Electrical and Electronic Engineering","Research Grant","Watson","Simon","","http://orcid.org/0000-0001-9783-0147",,,,"","Robotics and Artificial Intelligence for Critical Asset Monitoring (RAICAM)","01/01/2023","05/03/2027","265251",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/X025004/1","F27EBE11-10CF-4ECD-BF02-8186570EAB4B","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BDFEBC9A-F2A6-4D58-9440-8482180BEA69","6EA84FA3-902C-4C72-A551-5BCF6875EAF5"
"Horizon Europe Guarantee","EP/Z002273/1","Royal Botanic Gardens","Trait Diversity and Function","Fellowship","Gutaker","Rafal","","http://orcid.org/0000-0001-9226-879X",,,,"","Ragweeds in Europe: What makes a successful plant invader?","06/01/2025","05/01/2027","192297",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Z002273/1","FA6D5CED-3A2C-4833-8BEF-7FB5FCE21810","240CEBFD-1052-4EAC-88DF-D88A163D61C8","C681EF18-8763-47E2-9349-054BD7CB8F05","5E5E7EE9-83DA-4504-BEFF-8A80C1C9AF94"
"Horizon Europe Guarantee","EP/Y037049/1","UNIVERSITY OF EXETER","Biosciences","Research Grant","Williams","Elizabeth","","http://orcid.org/0000-0003-3067-3137",,,,"","ZooCELL: Tracing the evolution of sensory cell types in animal diversity: multidisciplinary training in 3D cellular reconstruction, multimodal data ..","01/01/2024","31/12/2027","260676",,"South West","Active","http://gtr.ukri.org/projects?ref=EP/Y037049/1","52AF1BAB-8B77-4F35-B1FA-8215E12D6665","240CEBFD-1052-4EAC-88DF-D88A163D61C8","01F2924C-FFB4-481B-B8F0-31234D33F0FA","8685905D-8A39-4D46-BE7A-F40B88604AE3"
"Horizon Europe Guarantee","10061054","UNIVERSITY OF ULSTER",,"EU-Funded","McNulty","Helene","","",,,,"","AWARE – Aquaponics from WAstewater REclamation","01/11/2022","31/10/2026","341176",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10061054","021D32F0-83E4-4EC8-BA3D-838891B031DA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","F1441F1E-4CB8-4D16-8114-829A9122FCCF","10D5AAA1-91CC-4EA1-81AE-D9634367A114"
"Horizon Europe Guarantee","10092859","ASTON UNIVERSITY",,"EU-Funded","Rafailov","Edik","","",,,,"","Next Generation Glioma Treatments using Direct Light Therapy","01/01/2024","31/12/2026","733361",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10092859","04F09B8E-75CE-4900-807B-81D802B6C603","240CEBFD-1052-4EAC-88DF-D88A163D61C8","2B22D48C-8602-473F-B449-8905D9B42BCA","F5E14E88-9502-49AA-B75E-3C543E686463"
"Horizon Europe Guarantee","10045793","UNIVERSITY OF EXETER",,"EU-Funded","Chen","Albert","","",,,,"","WATERVERSE : Water Data Management Ecosystem for Water Data","30/09/2022","29/09/2025","272546",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10045793","0C8FBCE2-ADF2-4E06-8408-8375D0574E71","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BCEF4DDE-7EBB-4D97-9C5B-9F277C1FEE13","4F0F5599-0D8F-4E6E-87FD-8D39E4F747B8"
"Horizon Europe Guarantee","EP/Z003210/1","University College London","Genetics Evolution and Environment","Research Grant","Leadbeater","Ellouise","","",,,,"","The Ecology of Animal Cognition","01/01/2025","31/12/2029","1738857",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Z003210/1","EE31415B-C633-427C-BCD2-8180AAFC321A","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E7BE255A-5E4B-4E40-9A39-F1458486B92F","309BA17B-DC35-46F6-A2C0-FFFA20C89515"
"Horizon Europe Guarantee","10064142","GE AVIATION SYSTEMS LIMITED",,"EU-Funded","Taylor","Sean","","",,,,"","InnovAtive DeMonstrator for hyBrid-Electric Regional Application (AMBER)","01/01/2023","30/03/2026","0",,"South West","Active","http://gtr.ukri.org/projects?ref=10064142","F051374D-7FC9-4E81-B39C-7FED805CDA06","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1B272718-A631-45EF-BE25-990F3CFB920D","D62324B1-9F0E-4B75-B4E2-A04DDB41CFB8"
"Horizon Europe Guarantee","10088600","PHASE CHANGE MATERIAL PRODUCTS LTD",,"EU-Funded","Rowland PCM","Colin","","",,,,"","BioBuild - Innovative bio-based building materials with thermal energy storage function","01/01/2024","31/12/2027","169965",,"East of England","Active","http://gtr.ukri.org/projects?ref=10088600","1F173BE2-4048-48AE-BE72-82F8F20F059F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","9AE1B8CC-C505-4043-94AD-408C11018610","131FF65F-38CC-4652-A12C-636E94E8EAD0"
"Horizon Europe Guarantee","10063705","UNIVERSITY OF CAMBRIDGE",,"EU-Funded","Brilakis","Ioannis","","",,,,"","Enabling Innovative Space-driven Services for Energy Efficient Buildings and Climate Resilient Cities","01/02/2023","31/01/2026","316739",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10063705","20B71FC9-D78F-4462-8363-83DE6C59EEC1","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A7511831-607B-4196-A226-870292A6A98D","9876E0BB-3443-4502-B725-C48F419543BC"
"Horizon Europe Guarantee","EP/Y036204/1","University of Leeds","Electronic and Electrical Engineering","Research Grant","Freear","Steven","","http://orcid.org/0000-0001-7858-4155",,,,"","MetacMed: Acoustic and mechanical metamaterials for biomedical and energy harvesting applications","01/03/2024","29/02/2028","260676",,"Yorkshire and The Humber","Active","http://gtr.ukri.org/projects?ref=EP/Y036204/1","830BF5FF-9D75-44F3-B738-827E8FA6E84B","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CA799973-1F1B-4936-B99A-9970F567FE67","5E6686BA-BAB4-44F1-9C02-38A83CA95612"
"Horizon Europe Guarantee","10114409","LIBERTY POWDER METALS LTD",,"EU-Funded","Thornton","Gill","","",,,,"","Novel SOE architectures for hydrogen production","01/12/2023","30/11/2026","184970",,"London","Active","http://gtr.ukri.org/projects?ref=10114409","8C721765-381A-4267-A0DD-81CF4C492984","240CEBFD-1052-4EAC-88DF-D88A163D61C8","6D833055-DD0B-4BBD-9635-41C20E12A344","8D06ED1A-E294-4ED1-AE19-608A98A41E2E"
"Horizon Europe Guarantee","EP/X021661/1","Aberystwyth University","International Politics","Fellowship","Wattenberg","Jana","","",,,,"","Women and the Bomb (WoB)","31/08/2022","30/08/2025","249215",,"Wales","Active","http://gtr.ukri.org/projects?ref=EP/X021661/1","9DB65D8B-92C6-4C36-901D-83CB89995538","240CEBFD-1052-4EAC-88DF-D88A163D61C8","C77DEA4D-EB61-43FC-BB67-2C69DFB2B833","257B21EA-EA76-48B5-B3E3-DBEEF454AC2F"
"Horizon Europe Guarantee","EP/Y016637/1","University of Manchester","Earth Atmospheric and Env Sciences","Fellowship","Garwood","Russell","","http://orcid.org/0000-0002-2803-9471",,,,"","PiConPre - Pigment content and decay conditions: Major drivers for the preservation of insect cuticles","31/07/2023","16/08/2025","200511",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/Y016637/1","A7C8F55A-B1D3-4A08-A413-83D95B45C0EA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BDFEBC9A-F2A6-4D58-9440-8482180BEA69","AA4249D4-0CA1-4934-A2D4-2F484008C0CB"
"Horizon Europe Guarantee","10062111","UNIVERSITY COLLEGE LONDON",,"EU-Funded","Machell","Giles","","",,,,"","TeleRehaB DSS: TeleRehabilitation of Balance clinical and economic Decision Support System","01/12/2022","30/11/2025","653840",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10062111","87EFDD72-CD0B-49A5-A3D6-83211B8C8EBC","240CEBFD-1052-4EAC-88DF-D88A163D61C8","87E66FA8-E664-4076-9773-15536DB066DF","4C091169-4BF9-4B9D-93E8-6A7C594A01F6"
"Horizon Europe Guarantee","10099311","B/E AEROSPACE (UK) LIMITED",,"EU-Funded","Blackwood","Andrew","","",,,,"","Intersubjective AI-driven multimodal interaction for advanced user-centric human robot collaborative applications (Jarvis)","01/01/2024","31/12/2027","227560",,"East of England","Active","http://gtr.ukri.org/projects?ref=10099311","D91DAC33-6630-4E03-B1AF-8352F9904B25","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E219EFBF-E16A-4F56-8306-420BD2546B53","CCC4E01A-04B1-4994-BB48-696813095275"
"Horizon Europe Guarantee","10051800","O.S. ENERGY (UK) LTD",,"EU-Funded","Nuernberg","Martin","","",,,,"","Redefine energy Efficiency solutions for hydrogen powered SHIPs in marine and inland waterway (ReShip)","31/08/2022","30/08/2025","298942",,"North East","Active","http://gtr.ukri.org/projects?ref=10051800","DA020049-3060-4086-AE96-830C265729F5","240CEBFD-1052-4EAC-88DF-D88A163D61C8","F7F6FF9E-D56E-419A-ABBA-6E0B09348AB1","39D924B5-7213-474A-96B2-03DFB7C61FD1"
"Horizon Europe Guarantee","EP/Y029631/1","Imperial College London","Physics","Fellowship","Yu","Shang","","",,,,"","REAGAN - Real-life applications with Gaussian boson sampling","29/01/2024","28/01/2026","200511",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Y029631/1","55167517-3DBB-4FF2-B0ED-83964FC2E357","240CEBFD-1052-4EAC-88DF-D88A163D61C8","4FC4CBFD-9E7C-4518-BB16-852553236FE1","72DCFE98-4346-47F1-BE2B-EE4F9E2458C5"
"Horizon Europe Guarantee","10085929","IMPERIAL COLLEGE LONDON",,"EU-Funded","Ware","James","","",,,,"","Enabling advances in diagnosis, patient stratification and treatment for dilated cardiomyopathy patients and families (DCM Next)","30/09/2023","29/09/2027","304736",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10085929","554DDD06-9EDA-4D3E-994A-81FDDEA6B651","240CEBFD-1052-4EAC-88DF-D88A163D61C8","EC9326B5-50D8-459F-9932-1D39B5055FC9","1E075347-0C18-4A74-B3F0-6596642703C6"
"Horizon Europe Guarantee","EP/X040267/1","University of Ulster","School of Medicine","Research Grant","Watterson","Steven","","",,,,"","Comprehensive and personalized assessment of acute coronary syndrome by multiomic approach and artificial intelligence strategy","01/01/2023","31/12/2026","87214",,"Northern Ireland","Active","http://gtr.ukri.org/projects?ref=EP/X040267/1","9160ADFF-FB5C-45EC-B221-828AE8F5E190","240CEBFD-1052-4EAC-88DF-D88A163D61C8","4F8BD96C-4A76-49DE-8C25-D6B666F930BA","C56EC5A1-27DD-4B84-917E-EC8AB20BFFC3"
"Horizon Europe Guarantee","10037966","UNIVERSITY OF BIRMINGHAM",,"EU-Funded","Stamboulis","Artemis","","",,,,"","Surface Transfer of Pathogens","31/08/2022","30/08/2026","825330",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10037966","64685403-C6B7-47BE-B9B0-83C2280F5480","240CEBFD-1052-4EAC-88DF-D88A163D61C8","47AC5C0C-6553-4E0E-B591-65899B6059E4","E5DA1491-DCC1-43DE-8667-0EA35B39D96E"
"Horizon Europe Guarantee","EP/Y029658/1","UNIVERSITY OF EXETER","Archaeology and History","Fellowship","Urbano","Annalisa","","http://orcid.org/0000-0002-5229-7403",,,,"","WESTAFRGLOBDIA: Citizens and 'Strangers': The Global Diamond Industry, Migration and Citizenship in West Africa (1920-80)","01/02/2024","31/01/2026","200511",,"South West","Active","http://gtr.ukri.org/projects?ref=EP/Y029658/1","99ED5865-7D1E-4AA7-93E4-83E8D96A1B89","240CEBFD-1052-4EAC-88DF-D88A163D61C8","01F2924C-FFB4-481B-B8F0-31234D33F0FA","426CF482-24AD-4451-8F1A-5FD9904FA471"
"Horizon Europe Guarantee","EP/Z000475/1","University of Cambridge","Institute of Astronomy","Research Grant","Dhawan","Suhail","","http://orcid.org/0000-0002-2376-6979",,,,"","NGSNCOSMO - Next Generation Supernova Cosmology","01/12/2024","30/11/2029","1563891",,"East of England","Active","http://gtr.ukri.org/projects?ref=EP/Z000475/1","9B409356-F242-4410-90F7-83A7665EB683","240CEBFD-1052-4EAC-88DF-D88A163D61C8","8C59383D-467C-4A3E-AF65-4B3F82FD1E27","CB5DA481-351D-4AF1-B80E-FCFA2E562CC9"
"Horizon Europe Guarantee","EP/X026221/1","Heriot-Watt University","Sch of Engineering and Physical Science","Research Grant","Goussetis","George","","",,,,"","Innovating New Space Frontiers: Harmonised Federated And Fractionated Systems Unlocking Fresh Perspectives For Satellite Services","31/08/2022","30/08/2026","265251",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/X026221/1","A384ED5C-F6EE-473C-997C-81CF9F4EE55C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","DFD42657-A23D-4644-905A-3470AF0836EC","0DB6369B-A158-4631-B4B5-D4BE978D6DF6"
"Horizon Europe Guarantee","10078013","UNIVERSITY OF SURREY",,"EU-Funded","Hartavi Karci","Ahu Ece","","",,,,"","FASTEST - Fast-track hybrid testing platform for the development of battery systems","31/05/2023","30/05/2026","182287",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10078013","AB878562-C8D1-4382-9D32-8218E78DA628","240CEBFD-1052-4EAC-88DF-D88A163D61C8","7A1819A9-4680-421D-BD65-2C1A91D7772E","82A5037B-C706-45F8-B6EE-23B6FAE329A3"
"Horizon Europe Guarantee","10040523","UNIVERSITY OF EXETER",,"EU-Funded","Chappell","Kerry","","",,,,"","Road-STEAMer: Developing a STEAM Roadmap for Science Education in Horizon Europe","31/08/2022","30/08/2025","113112",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10040523","8556C880-B67B-4134-8700-821650E2ED24","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BCEF4DDE-7EBB-4D97-9C5B-9F277C1FEE13","F9F5FFF5-473E-40F6-89CF-8EAA256C1586"
"Horizon Europe Guarantee","10041492","MULTISENSOR SYSTEMS LIMITED",,"EU-Funded","Ostuni","Gabriele","","",,,,"","Climate-resilient management for safe disinfected and non-disinfected water supply systems","01/11/2022","29/04/2026","107725",,"North West","Active","http://gtr.ukri.org/projects?ref=10041492","876CEF07-92FC-4D40-8ED5-82CFF4DB79DF","240CEBFD-1052-4EAC-88DF-D88A163D61C8","AE5CAD7C-4777-4E56-8506-3BD6F87A216E","F02BDF68-0DE4-4F40-9A98-CAC6475C5EBB"
"Horizon Europe Guarantee","EP/X028259/1","University of Cambridge","Computer Science and Technology","Research Grant","Dawar","Anuj","","",,,,"","Limits of Symmetric Computation","30/06/2023","29/06/2028","2121937",,"East of England","Active","http://gtr.ukri.org/projects?ref=EP/X028259/1","05B02B68-FE5B-430C-A943-863562F02FD0","240CEBFD-1052-4EAC-88DF-D88A163D61C8","8C59383D-467C-4A3E-AF65-4B3F82FD1E27","AE8A8AAB-AFAE-45F9-B194-44D336D474A4"
"Horizon Europe Guarantee","EP/X021947/1","King's College London","Imaging & Biomedical Engineering","Fellowship","Adibpour","Parvaneh","","",,,,"","Predictive impairment in autism: towards the emergence of phenotypes","02/03/2023","01/03/2025","190380",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X021947/1","B6B9585F-E8C3-4502-9FA1-83FE2016F9DA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1ECBCFF6-5785-4627-91AC-34132C9C759C","3BD72EB2-59EA-4187-875F-BD757943D11A"
"Horizon Europe Guarantee","10083700","IMPERIAL COLLEGE LONDON",,"EU-Funded","Heinis","Thomas","","",,,,"","NEO - Next Generation Molecular Data Storage","30/09/2023","29/09/2026","1115995",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10083700","BFD6DF99-8CCB-4FE2-ADA8-83D00DFB66CA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","EC9326B5-50D8-459F-9932-1D39B5055FC9","EDC85D7F-1D5F-4EAF-A2E5-70DB453703DA"
"Horizon Europe Guarantee","10107050","UNIVERSITY OF OXFORD",,"EU-Funded","Wilden","Elizabeth","","",,,,"","Digital Solutions For Accelerated Battery Testing","01/01/2024","31/12/2026","399072",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10107050","9818CB8E-D859-4D8B-8782-8310F1E7CCAB","240CEBFD-1052-4EAC-88DF-D88A163D61C8","FE0AD965-17C1-4602-BF76-D6CDC97A387F","6820730F-5D2F-4E9A-A4D2-396176DF3A75"
"Horizon Europe Guarantee","10067572","MAPLESOFT EUROPE LIMITED",,"EU-Funded","Gerhard","Jürgen","","",,,,"","OPTIMISING COLORECTAL CANCER PREVENTIONTROUGHPERSONALISED TREATMENT WITH ARTIFICIAL INTELLIGENCE","31/08/2022","30/08/2027","732533",,"London","Active","http://gtr.ukri.org/projects?ref=10067572","2ECEC465-601B-4806-930E-857F0F5A4730","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E02EB119-1FF7-4B8F-A1BF-D48AAA8D17F6","5F62B04B-3282-4E20-B01C-DF2BFC1832C7"
"Horizon Europe Guarantee","10064540","UNIVERSITY OF THE WEST OF SCOTLAND",,"EU-Funded","Russell","Craig","","",,,,"","Project 101095933 — RIGOUROUS","01/01/2023","31/12/2025","407203",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10064540","B1C545B9-9989-4A1E-A3E0-8264678AE8B7","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1268AFFE-5474-4C9A-8CD5-8B1C76A1937F","79D06255-56FA-4E3A-9C19-10DB3F12DD44"
"Horizon Europe Guarantee","EP/Z002435/1","Brunel University London","Computer Science","Fellowship","ZHOU","Yi","","http://orcid.org/0000-0001-6407-068X",,,,"","S-ISAC: Secure Integrated Sensing and Communication Design for Future Wireless Networks","31/08/2024","30/08/2026","206085",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Z002435/1","382E1210-0E48-4BDC-AB4A-84A2850C3577","240CEBFD-1052-4EAC-88DF-D88A163D61C8","46C90259-38AA-4984-B28D-1710C294644B","BBB68AFA-A075-400B-86A3-B1E229765BD2"
"Horizon Europe Guarantee","EP/Y032462/1","University of Warwick","Sch of Engineering","Research Grant","Geng","Xueyu","","",,,,"","imProve Offshore infraStructurE resIlience against geohazarDs tOwards a chaNging climate","30/04/2024","29/04/2028","521353",,"West Midlands","Active","http://gtr.ukri.org/projects?ref=EP/Y032462/1","BB9CB967-A188-445C-ABB6-83DE86520A9D","240CEBFD-1052-4EAC-88DF-D88A163D61C8","67A6BA65-E85D-4F6B-A1F0-DA031C2469B3","85BFE807-9101-4AF3-BF75-DBAEA4C1B9E2"
"Horizon Europe Guarantee","10052942","THE NAUTICAL INSTITUTE",,"EU-Funded","Patraiko","David","","",,,,"","Operator-Centered Enhancement of Awareness in Navigation","30/09/2022","29/09/2025","506957",,"London","Active","http://gtr.ukri.org/projects?ref=10052942","F25229E5-D6C8-4642-A8DF-831C26BCD65D","240CEBFD-1052-4EAC-88DF-D88A163D61C8","3CC85A73-B1A8-44DE-BA8B-AB1B9ED55CC2","E0C595CF-DC67-44B6-B893-332BDB59B561"
